Order_ID,Customer_ID,Order_Date,Product_ID,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Payment_Method,Shipping_Method,Shipping_Cost,Order_Status,Customer_Age,Customer_Gender,Region,Customer_Rating,Ship_Date,City,Total_Amount
ORD1038,CUST3374,2024-01-12,,電子產品,產品44,726.14,5.0,0.27,信用卡,,,已取消,79.0,女,中部,1.0,2024-01-15,台中,
ORD1039,CUST7475,2024-01-25,PROD006,電子產品,產品27,70.03,10.0,0.21,貨到付款,快遞,26.98,,56.0,未指定,中部,1.0,2024-02-01,彰化,553.24
ORD1040,CUST3641,2025-01-25,PROD005,電子產品,,318.71,12.0,,信用卡,標準,2.62,處理中,68.0,,北部,2.0,2025-01-26,新竹,3289.09
ORD1041,CUST1250,2025-01-30,PROD005,美妝,,541.79,,0.15,PayPal,標準,37.14,已取消,54.0,未指定,北部,5.0,2025-02-07,台北,4605.21
ORD1042,,2023-08-02,PROD009,美妝,產品36,791.77,11.0,0.04,貨到付款,標準,8.62,已取消,68.0,男,東部,3.0,2023-08-12,花蓮,8361.09
ORD1043,CUST7534,2024-06-07,PROD006,電子產品,產品40,322.16,2.0,0.1,行動支付,快遞,1.59,已退貨,,未指定,南部,1.0,2024-06-08,高雄,579.89
ORD1044,CUST4630,2024-01-04,PROD074,美妝,產品11,627.76,5.0,0.06,行動支付,快遞,22.56,處理中,69.0,未指定,東部,1.0,2024-01-05,花蓮,2950.47
ORD1045,CUST2661,2023-01-17,PROD071,美妝,產品5,886.55,,,貨到付款,,43.28,已取消,29.0,男,東部,3.0,2023-01-25,花蓮,
ORD1046,CUST8809,2024-12-20,PROD074,家居,產品48,617.78,6.0,0.27,信用卡,,7.54,已取消,25.0,男,北部,1.0,2024-12-22,基隆,2705.88
ORD1047,CUST3936,2024-02-08,PROD046,電子產品,產品41,,3.0,0.16,信用卡,標準,0.64,已退貨,79.0,女,東部,5.0,2024-02-12,花蓮,
ORD1048,CUST9594,2025-02-20,PROD050,電子產品,產品41,29.28,13.0,0.22,貨到付款,快遞,5.5,已取消,20.0,,中部,,2025-02-24,彰化,296.9
ORD1049,CUST3677,2024-01-30,PROD033,美妝,產品37,870.75,3.0,0.04,貨到付款,,18.18,處理中,36.0,未指定,南部,1.0,2024-01-31,,
ORD1050,CUST3114,2023-09-21,PROD056,,產品21,26.16,6.0,0.18,貨到付款,快遞,29.01,已完成,76.0,女,中部,2.0,,台中,128.71
ORD1051,CUST8386,2025-03-27,PROD031,服飾,產品50,875.33,11.0,0.21,貨到付款,次日達,9.65,處理中,28.0,女,北部,5.0,2025-04-03,台北,7606.62
ORD1052,CUST7190,2023-08-08,PROD080,家居,產品31,531.29,17.0,0.14,信用卡,標準,40.1,已退貨,25.0,女,南部,5.0,2023-08-12,台南,7767.46
ORD1053,CUST5123,2024-10-10,PROD043,美妝,產品44,939.37,10.0,,行動支付,次日達,37.66,處理中,43.0,男,北部,2.0,2024-10-17,台北,8736.14
ORD1054,CUST7465,2024-02-01,PROD093,電子產品,產品29,799.79,12.0,0.26,信用卡,標準,34.79,已退貨,62.0,女,北部,4.0,2024-02-04,基隆,7102.14
ORD1055,,2023-11-01,PROD097,美妝,產品16,997.94,17.0,0.22,貨到付款,次日達,24.37,已退貨,75.0,男,東部,3.0,2023-11-03,台東,13232.68
ORD1056,CUST2176,2025-01-13,PROD017,服飾,產品23,353.96,4.0,0.27,貨到付款,次日達,18.26,已完成,40.0,男,東部,5.0,2025-01-19,花蓮,1033.56
ORD1057,CUST3781,,,電子產品,產品29,768.35,2.0,0.25,,快遞,18.78,處理中,72.0,女,北部,4.0,2024-07-22,基隆,1152.53
ORD1058,CUST3776,2024-02-08,PROD015,家居,產品24,,11.0,0.3,PayPal,快遞,25.15,已完成,,女,北部,3.0,2024-02-15,台北,3117.88
ORD1059,CUST1900,2024-04-25,PROD087,電子產品,產品47,482.48,7.0,0.06,,標準,3.87,已退貨,35.0,男,,,2024-05-05,彰化,
ORD1060,CUST8843,2024-09-03,PROD082,美妝,產品37,629.37,2.0,0.03,信用卡,次日達,34.12,處理中,29.0,男,南部,,2024-09-09,,1220.98
ORD1061,CUST7022,2023-05-07,PROD081,美妝,產品39,874.31,18.0,,行動支付,標準,17.58,已取消,56.0,男,南部,5.0,2023-05-13,高雄,14163.82
ORD1062,CUST8946,2024-05-05,PROD097,,產品50,984.16,,0.04,,次日達,11.24,已完成,43.0,,中部,3.0,,台中,3779.17
ORD1063,CUST3830,2023-06-29,PROD019,服飾,產品16,769.43,8.0,,行動支付,標準,13.92,已退貨,28.0,女,中部,4.0,2023-07-04,台中,5170.57
ORD1064,CUST6419,2023-03-02,PROD018,電子產品,產品16,420.68,20.0,0.19,行動支付,次日達,9.01,已完成,27.0,女,中部,1.0,2023-03-04,台中,6815.02
ORD1065,CUST9812,2023-03-03,PROD020,家居,產品17,424.25,14.0,0.17,行動支付,快遞,45.08,處理中,20.0,未指定,北部,3.0,2023-03-04,新竹,4929.78
ORD1066,,2024-04-23,PROD083,電子產品,產品25,738.89,12.0,0.08,行動支付,次日達,8.45,已完成,79.0,未指定,東部,3.0,2024-05-01,台東,
ORD1067,CUST3213,2024-02-25,PROD088,美妝,產品11,242.58,18.0,0.27,,快遞,44.15,已完成,24.0,未指定,北部,5.0,2024-03-01,新竹,3187.5
ORD1068,CUST1202,,PROD029,電子產品,產品45,114.92,,0.01,貨到付款,標準,28.61,已完成,,女,北部,,2023-06-12,台北,1251.48
ORD1069,CUST9592,2023-07-24,PROD011,服飾,產品21,,8.0,,貨到付款,標準,43.37,已取消,21.0,男,東部,,2023-07-31,台東,2576.52
ORD1070,CUST8190,2024-04-02,PROD010,服飾,產品25,290.8,,0.22,PayPal,標準,23.7,已完成,78.0,女,東部,1.0,2024-04-05,花蓮,453.65
ORD1071,CUST3673,2023-06-19,PROD027,電子產品,產品3,299.83,15.0,0.23,行動支付,標準,46.38,已退貨,57.0,未指定,北部,3.0,2023-06-24,基隆,3463.04
ORD1072,CUST2360,2023-07-30,PROD006,電子產品,產品47,,9.0,0.12,信用卡,標準,10.57,已取消,25.0,女,中部,4.0,2023-08-04,彰化,1880.52
ORD1073,CUST9690,,PROD037,電子產品,產品31,46.88,19.0,0.01,PayPal,標準,,已退貨,,女,中部,1.0,2023-02-27,,881.81
ORD1074,CUST5927,2024-11-12,PROD062,,產品29,22.78,20.0,0.19,行動支付,標準,6.29,已完成,30.0,未指定,南部,1.0,2024-11-13,高雄,369.04
ORD1075,CUST3108,2023-12-19,PROD061,家居,產品46,987.78,8.0,0.02,行動支付,標準,22.36,已完成,29.0,男,南部,5.0,2023-12-26,台南,7744.2
ORD1076,CUST5536,2024-09-27,PROD052,服飾,產品38,430.63,19.0,0.03,PayPal,次日達,,已取消,,女,南部,4.0,2024-09-28,高雄,7936.51
ORD1077,CUST3403,2025-02-16,PROD021,家居,產品27,,5.0,0.2,行動支付,快遞,30.28,已完成,55.0,男,北部,3.0,2025-02-18,,
ORD1078,CUST7109,2023-01-15,PROD097,家居,產品25,681.25,11.0,0.09,行動支付,,18.28,已取消,71.0,男,,3.0,2023-01-16,台東,6819.31
ORD1079,CUST7582,2023-06-21,,電子產品,產品30,222.16,15.0,0.1,PayPal,標準,,已取消,68.0,女,北部,3.0,2023-06-22,台北,2999.16
ORD1080,CUST7842,2025-01-09,PROD044,電子產品,產品34,,,0.15,信用卡,快遞,32.77,已完成,60.0,未指定,東部,1.0,2025-01-11,台東,6461.43
ORD1081,CUST7949,2025-02-17,PROD074,服飾,產品46,787.41,,0.29,PayPal,標準,24.42,已取消,53.0,男,東部,,2025-02-18,台東,10622.16
ORD1082,CUST2241,2024-06-29,PROD087,服飾,產品17,93.96,,0.29,貨到付款,,,,64.0,女,中部,1.0,2024-07-05,台中,533.69
ORD1083,,2023-11-11,,美妝,產品32,420.49,19.0,0.12,行動支付,,46.79,已完成,19.0,女,中部,2.0,2023-11-15,台中,7030.59
ORD1084,CUST1821,,PROD005,美妝,產品48,879.72,18.0,0.08,貨到付款,快遞,47.78,處理中,,未指定,東部,2.0,2023-12-18,台東,14568.16
ORD1085,CUST3572,2025-01-01,PROD002,家居,產品46,945.01,10.0,0.09,行動支付,次日達,42.83,已退貨,66.0,男,中部,3.0,2025-01-05,台中,8599.59
ORD1086,,2023-03-18,PROD084,美妝,產品11,470.06,7.0,0.08,貨到付款,快遞,42.19,已退貨,51.0,男,南部,5.0,2023-03-27,高雄,3027.19
ORD1087,CUST4626,,PROD033,家居,產品3,615.34,9.0,0.16,PayPal,快遞,4.93,已完成,56.0,女,南部,3.0,2023-12-22,高雄,4651.97
ORD1088,CUST8090,2023-06-26,PROD061,電子產品,產品11,,1.0,0.18,信用卡,標準,,已完成,43.0,未指定,中部,3.0,2023-07-03,,140.38
ORD1089,,2023-03-21,PROD085,電子產品,產品22,991.21,19.0,0.15,,標準,20.02,已完成,65.0,未指定,北部,1.0,2023-03-22,台北,16008.04
ORD1090,CUST8581,2024-08-27,PROD100,美妝,,235.51,,0.12,貨到付款,標準,8.16,處理中,22.0,未指定,東部,3.0,2024-09-02,台東,1036.24
ORD1091,CUST1359,2024-04-16,PROD066,家居,產品22,943.02,19.0,0.06,貨到付款,快遞,40.61,處理中,65.0,女,北部,3.0,2024-04-21,基隆,16842.34
ORD1092,CUST3859,2024-12-18,PROD040,電子產品,,,1.0,0.14,貨到付款,快遞,11.29,已退貨,42.0,男,南部,,2024-12-25,高雄,560.2
ORD1093,CUST8376,2023-03-27,PROD050,,產品36,609.7,15.0,0.1,行動支付,快遞,26.31,已退貨,68.0,男,東部,5.0,2023-03-30,台東,8230.95
ORD1094,CUST3043,2023-09-05,PROD071,電子產品,產品1,515.13,16.0,0.16,行動支付,,6.4,已完成,51.0,男,東部,5.0,2023-09-12,台東,6923.35
ORD1095,,2023-03-21,PROD085,家居,產品25,234.52,7.0,0.2,PayPal,標準,23.73,已退貨,64.0,女,南部,3.0,2023-03-30,台南,1313.31
ORD1096,CUST9731,2023-10-08,PROD051,家居,產品1,180.65,12.0,0.19,行動支付,標準,27.91,已退貨,21.0,未指定,南部,,2023-10-18,高雄,1755.92
ORD1097,CUST7058,2023-09-03,PROD005,服飾,產品26,224.38,8.0,0.14,貨到付款,快遞,22.3,已完成,51.0,未指定,中部,5.0,2023-09-13,台中,1543.73
ORD1098,CUST5160,2024-02-02,PROD095,美妝,產品26,190.51,5.0,0.17,信用卡,快遞,3.47,已退貨,44.0,,,,2024-02-12,台東,790.62
ORD1099,CUST9238,2024-08-24,PROD072,電子產品,產品11,,10.0,0.09,,標準,24.25,處理中,72.0,男,北部,4.0,2024-08-26,台北,7104.28
ORD1100,,2023-08-22,PROD069,美妝,產品47,353.37,5.0,0.01,行動支付,標準,23.45,處理中,59.0,男,南部,2.0,2023-08-31,台南,1749.18
ORD1101,,2023-10-30,PROD042,美妝,,62.55,17.0,0.19,貨到付款,次日達,13.08,已退貨,71.0,男,東部,1.0,2023-10-31,台東,861.31
ORD1102,CUST6436,,,電子產品,產品13,969.26,5.0,0.08,貨到付款,,46.08,處理中,73.0,女,中部,,,彰化,4458.6
ORD1103,CUST2348,2023-09-02,PROD002,家居,,884.37,15.0,0.2,信用卡,次日達,20.89,處理中,46.0,未指定,南部,,2023-09-10,高雄,
ORD1104,CUST9637,,PROD032,電子產品,產品33,928.11,,0.22,貨到付款,次日達,43.21,處理中,22.0,男,南部,2.0,2024-12-29,高雄,9411.04
ORD1105,CUST2393,2024-04-12,PROD005,家居,產品7,994.93,1.0,0.27,貨到付款,標準,5.48,已完成,35.0,,,2.0,2024-04-13,台中,726.3
ORD1106,CUST2847,2024-05-20,PROD020,美妝,產品11,,11.0,0.29,貨到付款,次日達,15.94,已退貨,78.0,,南部,4.0,2024-05-26,台南,1390.41
ORD1107,CUST9536,2023-02-16,PROD100,服飾,產品23,399.26,1.0,0.0,信用卡,,8.82,已退貨,21.0,女,,2.0,2023-02-18,高雄,399.26
ORD1108,CUST4258,2024-03-03,PROD027,服飾,產品9,759.45,11.0,0.3,貨到付款,快遞,20.42,已退貨,18.0,女,中部,3.0,2024-03-11,彰化,5847.76
ORD1109,,2025-01-22,PROD069,家居,產品3,697.54,,0.2,PayPal,,5.58,處理中,67.0,未指定,南部,5.0,2025-01-26,,10044.58
ORD1110,CUST1207,2024-12-24,PROD004,電子產品,產品45,158.13,18.0,0.19,信用卡,標準,,已退貨,37.0,女,中部,3.0,,,2305.54
ORD1111,CUST8966,2023-01-26,PROD090,家居,產品5,,16.0,0.0,PayPal,快遞,17.69,已完成,23.0,男,東部,1.0,,,13068.0
ORD1112,CUST2435,2023-11-15,PROD019,服飾,產品12,228.32,13.0,0.26,PayPal,次日達,11.17,處理中,37.0,,東部,,2023-11-17,,2196.44
ORD1113,CUST7585,2023-11-27,PROD010,服飾,產品35,227.7,7.0,0.04,行動支付,,,已完成,37.0,未指定,南部,,2023-12-05,高雄,1530.14
ORD1114,CUST1911,2024-09-01,PROD063,家居,產品11,539.29,1.0,0.25,貨到付款,標準,47.55,已取消,63.0,男,中部,5.0,2024-09-07,彰化,404.47
ORD1115,CUST3616,2024-08-13,,服飾,,594.98,16.0,0.0,,次日達,10.36,,44.0,未指定,東部,3.0,2024-08-19,台東,9519.68
ORD1116,CUST3233,,PROD034,美妝,產品15,582.19,1.0,0.19,,,35.59,已取消,43.0,女,中部,3.0,2024-01-27,台中,471.57
ORD1117,CUST8544,2024-01-30,,電子產品,,96.03,,0.13,貨到付款,標準,37.12,,49.0,女,南部,2.0,2024-02-07,台南,1420.28
ORD1118,CUST5735,2024-04-11,PROD002,,產品22,878.07,6.0,0.06,貨到付款,快遞,24.91,已完成,27.0,未指定,北部,4.0,2024-04-13,新竹,
ORD1119,CUST3048,2024-09-29,,家居,產品14,269.27,2.0,0.03,,次日達,44.88,已退貨,35.0,女,北部,,2024-10-07,基隆,522.38
ORD1120,CUST5080,2023-07-24,PROD015,服飾,產品8,133.87,17.0,0.13,行動支付,次日達,,已完成,58.0,女,南部,5.0,2023-07-28,台南,1979.94
ORD1121,CUST3549,2024-03-07,,家居,產品15,889.3,6.0,0.04,貨到付款,快遞,18.11,處理中,29.0,女,北部,5.0,2024-03-16,台北,5122.37
ORD1122,CUST7117,2024-05-08,PROD026,美妝,,955.87,14.0,0.15,PayPal,次日達,32.55,已取消,27.0,男,南部,1.0,,高雄,
ORD1123,CUST2076,2024-04-10,PROD050,美妝,,862.82,18.0,,PayPal,次日達,33.11,已退貨,41.0,女,中部,5.0,,彰化,12579.92
ORD1124,CUST3511,2023-03-21,PROD030,美妝,產品7,810.47,6.0,0.25,貨到付款,標準,20.18,已退貨,41.0,男,南部,2.0,,高雄,3647.12
ORD1125,CUST4791,2024-01-23,PROD020,美妝,產品26,656.97,10.0,0.2,信用卡,次日達,15.84,已完成,70.0,女,東部,3.0,2024-01-28,台東,5255.76
ORD1126,CUST8597,2023-02-26,PROD046,美妝,產品8,553.1,18.0,0.02,PayPal,次日達,46.69,已退貨,,男,東部,2.0,2023-03-03,花蓮,9756.68
ORD1127,CUST8294,2024-04-09,PROD017,家居,產品10,,9.0,,PayPal,次日達,39.5,,55.0,男,南部,2.0,2024-04-18,台南,749.79
ORD1128,CUST2545,,PROD087,美妝,產品36,411.41,8.0,0.09,信用卡,次日達,5.72,處理中,63.0,未指定,,2.0,,台中,2995.06
ORD1129,CUST5749,,PROD089,服飾,產品8,375.83,10.0,0.27,行動支付,次日達,5.99,已完成,42.0,男,北部,1.0,2023-07-17,新竹,
ORD1130,CUST6342,2023-05-16,PROD025,電子產品,產品46,263.46,17.0,0.26,PayPal,快遞,46.13,,25.0,女,東部,4.0,2023-05-24,,3314.33
ORD1131,CUST3403,2023-11-01,,美妝,產品36,724.8,6.0,0.11,貨到付款,標準,4.07,處理中,72.0,女,南部,1.0,2023-11-09,台南,
ORD1132,CUST8606,2025-01-12,PROD016,服飾,產品19,498.4,14.0,0.02,信用卡,快遞,34.42,已退貨,31.0,未指定,南部,1.0,2025-01-17,台南,6838.05
ORD1133,CUST7970,2025-01-25,PROD042,家居,產品49,,6.0,0.27,貨到付款,標準,11.34,已退貨,60.0,女,北部,2.0,2025-01-29,台北,375.1
ORD1134,CUST6375,2025-02-04,PROD049,美妝,產品23,224.08,,0.27,貨到付款,次日達,1.76,,48.0,女,東部,4.0,2025-02-13,,1145.05
ORD1135,CUST6827,2024-10-03,PROD054,服飾,產品27,684.84,12.0,0.26,信用卡,快遞,2.98,已取消,41.0,,中部,1.0,2024-10-04,台中,6081.38
ORD1136,CUST4528,2023-03-29,PROD053,美妝,產品33,80.75,3.0,0.25,貨到付款,次日達,18.68,已退貨,33.0,未指定,南部,4.0,2023-04-01,高雄,181.69
ORD1137,CUST3131,2025-03-21,PROD097,家居,產品12,851.95,,0.14,行動支付,標準,3.88,已取消,,未指定,東部,2.0,2025-03-29,花蓮,10257.48
ORD1138,CUST6436,2025-02-21,,美妝,,497.67,19.0,,,次日達,29.83,已完成,55.0,女,中部,,,彰化,8982.94
ORD1139,CUST4749,2025-03-08,PROD084,電子產品,,483.18,16.0,0.14,貨到付款,快遞,32.36,已取消,64.0,,東部,4.0,2025-03-14,,6648.56
ORD1140,CUST6596,2023-02-05,PROD020,電子產品,產品13,594.45,7.0,0.15,信用卡,標準,18.67,已取消,32.0,未指定,中部,5.0,,,3536.98
ORD1141,CUST4227,2025-03-12,,服飾,產品38,825.56,8.0,0.15,PayPal,快遞,37.14,處理中,,未指定,中部,1.0,,台中,5613.81
ORD1142,,2023-08-07,PROD086,家居,產品26,351.07,18.0,0.16,行動支付,快遞,24.5,處理中,70.0,,北部,,,,5308.18
ORD1143,CUST5614,2023-08-20,PROD055,美妝,產品33,,13.0,0.08,行動支付,標準,,已取消,29.0,,東部,1.0,2023-08-27,花蓮,8128.37
ORD1144,CUST8159,2024-12-02,PROD001,家居,,567.9,9.0,0.11,貨到付款,標準,,已退貨,51.0,未指定,南部,4.0,2024-12-10,台南,
ORD1145,CUST9888,,PROD100,家居,產品44,270.69,10.0,0.13,,快遞,,已退貨,25.0,未指定,東部,3.0,2023-02-18,花蓮,2355.0
ORD1146,CUST8767,2024-01-18,PROD023,服飾,產品22,879.24,9.0,0.04,信用卡,次日達,48.39,已退貨,36.0,女,南部,1.0,2024-01-23,高雄,7596.63
ORD1147,,2024-10-18,PROD037,,產品11,798.44,15.0,0.14,,標準,34.07,已退貨,63.0,男,中部,5.0,,台中,10299.88
ORD1148,CUST2985,2024-05-17,,服飾,產品36,660.16,20.0,0.24,,次日達,15.76,已完成,,女,北部,5.0,2024-05-24,台北,10034.43
ORD1149,,2024-03-24,PROD035,美妝,產品9,851.33,2.0,0.25,行動支付,快遞,,已完成,73.0,女,北部,2.0,2024-03-31,台北,1277.0
ORD1150,CUST1963,2023-12-27,PROD049,服飾,,867.96,13.0,0.12,PayPal,快遞,16.51,已完成,44.0,男,中部,3.0,2024-01-05,台中,9929.46
ORD1151,CUST8194,2023-11-10,PROD032,電子產品,產品47,,2.0,0.16,,次日達,6.29,已完成,80.0,未指定,,3.0,2023-11-17,高雄,1192.5
ORD1152,,2023-10-19,PROD076,家居,產品13,837.83,,0.01,行動支付,次日達,23.77,已退貨,58.0,未指定,南部,4.0,2023-10-24,高雄,15759.58
ORD1153,CUST1497,2023-03-21,PROD040,家居,產品19,698.98,2.0,,信用卡,標準,37.55,已退貨,30.0,女,,2.0,2023-03-26,台南,1118.37
ORD1154,CUST8372,2023-11-19,PROD071,服飾,產品30,681.74,3.0,0.12,貨到付款,標準,18.88,處理中,49.0,未指定,中部,4.0,2023-11-23,彰化,1799.79
ORD1155,CUST2454,2023-05-22,PROD091,美妝,,620.52,6.0,0.13,信用卡,次日達,43.46,,48.0,女,中部,2.0,2023-05-28,彰化,3239.11
ORD1156,CUST9326,,PROD018,家居,產品25,753.95,3.0,0.26,貨到付款,次日達,19.35,已取消,,,北部,3.0,2024-10-26,基隆,
ORD1157,CUST9019,2024-05-04,PROD032,服飾,產品14,162.81,10.0,0.14,貨到付款,標準,17.49,已取消,63.0,女,東部,4.0,2024-05-09,台東,1400.17
ORD1158,CUST2340,2024-01-01,PROD087,服飾,產品8,881.47,6.0,0.01,PayPal,標準,49.91,已取消,54.0,男,北部,2.0,2024-01-06,基隆,5235.93
ORD1159,CUST7569,2023-09-30,PROD031,服飾,產品37,872.48,16.0,,信用卡,次日達,24.12,處理中,19.0,男,南部,3.0,2023-10-07,台南,12982.5
ORD1160,CUST2562,2023-01-29,PROD049,美妝,產品38,34.1,17.0,0.14,,,40.26,已取消,24.0,男,,,2023-02-08,彰化,498.54
ORD1161,CUST4735,2024-01-18,PROD072,服飾,產品27,826.69,19.0,0.13,貨到付款,快遞,40.25,已取消,65.0,男,東部,1.0,2024-01-22,花蓮,13665.19
ORD1162,CUST7694,2023-05-19,PROD066,服飾,產品36,133.23,3.0,0.26,行動支付,標準,,已退貨,28.0,未指定,北部,4.0,2023-05-24,新竹,295.77
ORD1163,,2024-11-20,PROD016,,產品23,338.44,18.0,0.16,,次日達,4.24,處理中,28.0,男,北部,1.0,2024-11-28,基隆,5117.21
ORD1164,CUST1574,2025-02-09,PROD042,美妝,產品24,,7.0,0.21,PayPal,快遞,13.56,已退貨,40.0,未指定,東部,3.0,2025-02-13,花蓮,4118.69
ORD1165,,2024-05-13,PROD014,家居,產品18,164.96,9.0,0.14,行動支付,標準,,處理中,48.0,男,中部,4.0,2024-05-17,台中,1276.79
ORD1166,CUST9684,2023-02-26,PROD034,家居,產品26,818.88,20.0,0.13,PayPal,次日達,28.13,處理中,61.0,未指定,中部,,2023-02-28,台中,14248.51
ORD1167,CUST7569,2025-01-29,PROD054,服飾,產品50,832.97,12.0,0.13,貨到付款,次日達,27.98,已退貨,62.0,女,北部,5.0,2025-02-04,台北,8696.21
ORD1168,,2024-09-10,,服飾,產品27,509.93,5.0,0.12,信用卡,快遞,8.31,已退貨,,,北部,2.0,2024-09-18,基隆,2243.69
ORD1169,,2023-05-09,PROD054,家居,產品31,11.35,3.0,0.16,PayPal,次日達,14.06,處理中,73.0,女,東部,5.0,2023-05-19,台東,28.6
ORD1170,,,,美妝,產品47,290.6,11.0,0.08,PayPal,次日達,26.07,已取消,49.0,男,東部,5.0,2025-03-31,台東,2940.87
ORD1171,CUST3495,2024-10-10,PROD017,美妝,產品34,618.84,4.0,0.27,貨到付款,標準,13.86,已取消,65.0,男,中部,3.0,2024-10-18,台中,1807.01
ORD1172,CUST1388,2023-10-23,PROD003,美妝,,981.28,5.0,0.1,,快遞,10.51,處理中,38.0,未指定,,2.0,2023-10-30,台東,4415.76
ORD1173,CUST7136,,PROD023,家居,產品34,633.65,1.0,0.04,PayPal,快遞,4.39,已完成,48.0,,,5.0,2024-11-04,台北,
ORD1174,CUST4734,2024-12-27,PROD100,家居,產品23,263.5,18.0,0.03,PayPal,標準,7.79,已退貨,18.0,女,,5.0,2024-12-28,花蓮,4600.71
ORD1175,CUST9540,2023-01-06,PROD072,服飾,,635.84,12.0,0.0,貨到付款,次日達,,已完成,30.0,女,南部,4.0,2023-01-10,高雄,7630.08
ORD1176,,2024-11-24,PROD075,,產品24,542.29,13.0,,,標準,35.94,已完成,,男,北部,3.0,,基隆,6133.3
ORD1177,CUST9068,2024-04-02,,家居,產品46,780.95,9.0,0.06,信用卡,快遞,2.29,已取消,46.0,男,北部,5.0,2024-04-04,台北,6606.84
ORD1178,CUST1774,,PROD051,電子產品,產品38,111.45,2.0,0.01,信用卡,次日達,10.16,已取消,21.0,未指定,北部,2.0,2025-02-14,基隆,220.67
ORD1179,CUST7949,2025-02-23,PROD028,電子產品,,762.22,5.0,0.16,貨到付款,標準,28.02,已取消,53.0,男,南部,1.0,2025-03-04,高雄,3201.32
ORD1180,CUST5967,2024-01-11,PROD037,服飾,,543.56,13.0,0.2,行動支付,快遞,16.13,已取消,32.0,男,南部,1.0,,台南,5653.02
ORD1181,CUST3702,2023-09-02,PROD032,家居,產品2,,,0.03,貨到付款,標準,41.16,已完成,76.0,未指定,南部,3.0,,,14948.55
ORD1182,CUST6643,2023-09-11,PROD081,電子產品,產品48,345.16,16.0,,PayPal,標準,39.25,已完成,20.0,男,北部,1.0,2023-09-19,基隆,4749.4
ORD1183,CUST1845,2025-03-10,PROD062,美妝,產品50,634.46,3.0,0.22,貨到付款,次日達,44.58,已退貨,73.0,男,北部,4.0,2025-03-15,新竹,1484.64
ORD1184,CUST2037,,PROD039,服飾,產品21,932.37,,0.3,行動支付,標準,28.15,已取消,68.0,未指定,中部,,2024-03-02,台中,2610.64
ORD1185,CUST9169,2025-03-09,PROD051,家居,產品45,107.0,11.0,0.2,,快遞,17.6,處理中,46.0,未指定,東部,2.0,2025-03-13,,941.6
ORD1186,CUST3949,2023-07-27,PROD068,服飾,產品28,937.54,14.0,,信用卡,標準,30.3,處理中,,未指定,中部,3.0,2023-08-02,台中,12206.77
ORD1187,CUST6935,2025-03-25,PROD070,美妝,產品43,689.45,3.0,0.21,PayPal,次日達,4.46,已完成,19.0,男,東部,3.0,2025-03-29,,
ORD1188,CUST9181,2024-04-18,PROD095,服飾,產品15,72.5,16.0,,信用卡,,0.48,已完成,23.0,,東部,1.0,2024-04-24,花蓮,951.2
ORD1189,CUST6485,2023-10-22,PROD049,美妝,產品48,304.46,15.0,0.06,,次日達,0.85,已退貨,48.0,女,北部,5.0,2023-10-24,,
ORD1190,CUST9542,,PROD037,美妝,產品27,709.63,10.0,0.26,信用卡,次日達,20.38,處理中,71.0,,南部,5.0,2025-02-08,高雄,5251.26
ORD1191,CUST9225,2024-03-24,PROD099,電子產品,產品1,,9.0,0.13,貨到付款,快遞,11.4,處理中,41.0,女,北部,,2024-04-01,新竹,563.84
ORD1192,CUST3885,2024-11-09,PROD029,美妝,產品48,584.26,11.0,0.29,貨到付款,次日達,7.87,已退貨,57.0,未指定,北部,2.0,2024-11-13,基隆,4563.07
ORD1193,CUST8908,2023-03-26,PROD095,美妝,產品38,349.15,16.0,0.22,,快遞,30.77,已退貨,34.0,女,東部,3.0,,台東,4357.39
ORD1194,CUST3021,2023-06-29,PROD040,美妝,產品5,622.81,10.0,0.19,,快遞,49.75,已取消,22.0,未指定,中部,1.0,2023-07-05,台中,5044.76
ORD1195,CUST4720,2023-05-21,PROD014,,產品35,,17.0,0.22,信用卡,快遞,8.89,,19.0,男,中部,2.0,2023-05-30,,669.76
ORD1196,CUST7842,2023-08-05,PROD078,,產品42,872.18,19.0,0.14,信用卡,快遞,27.32,已取消,75.0,未指定,北部,4.0,2023-08-14,新竹,14251.42
ORD1197,CUST4269,2023-11-07,,服飾,產品13,973.62,2.0,0.15,信用卡,標準,,已取消,29.0,未指定,北部,4.0,2023-11-10,新竹,1655.15
ORD1198,CUST8381,2024-01-28,PROD034,電子產品,產品35,969.03,2.0,0.26,行動支付,次日達,46.71,已完成,22.0,未指定,中部,4.0,,台中,
ORD1199,CUST5362,2023-02-26,PROD037,美妝,產品22,750.9,,0.2,貨到付款,標準,14.59,已取消,59.0,女,東部,3.0,,台東,3604.32
ORD1200,CUST4109,2023-10-21,PROD043,服飾,產品44,134.44,19.0,,行動支付,次日達,43.92,已取消,77.0,男,南部,4.0,2023-10-25,台南,1864.68
ORD1201,CUST8319,2023-10-07,PROD080,美妝,產品19,759.47,8.0,,PayPal,次日達,14.15,處理中,58.0,,中部,5.0,2023-10-10,台中,4435.3
ORD1202,CUST6433,2024-09-18,PROD041,家居,產品42,,3.0,0.29,PayPal,次日達,40.3,,,未指定,南部,4.0,2024-09-20,,62.75
ORD1203,CUST6522,2024-09-02,,,產品5,27.01,14.0,,,次日達,10.47,已退貨,25.0,未指定,南部,,2024-09-03,台南,298.73
